# features	SH_002	SH_007	SH_011	SH_012	SH_013	SH_014	SH_015	SH_017	SH_021	SH_022	SH_023	SH_024	SH_029	SH_034	SH_038	SH_039	SH_042	SH_045	SH_051	SH_053	SH_055	SH_058	SH_068	SH_072	SH_078	SH_079	SH_083	SH_084	SH_089	SH_093	SH_094	SH_111	SH_117	SH_123	SH_133	SH_144	SH_146	SH_166	SH_205	SH_247	SH_500	SH_501	SH_502
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma_wenyonii	10.316	4.57400091480018	2.63899841660095	0.509	0.132000066000033	7.96900478140287	0.676999932300007	0	10.4020041608017	17.8530053559016	1.35000054000022	10.4200031260009	0	22.9790137874083	7.02100210630063	44.641986607404	52.6170105234021	36.209	2.57400077220023	46.2020231010116	2.79100055820011	1.80700018070002	4.25700127710038	3.3080009924003	3.76499962350004	0.508999847300046	0.931000465500233	6.01299639220216	4.859	1.73200034640007	8.10799837840032	1.19899952040019	0	1.794	0	42.1609831356068	16.849	1.45499985450001	40.4159959584004	0.115000057500029	0.93900065730046	1.79399964120007	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_SGB5076	0	0	0	15.946	0.354000177000088	0	0	23.1259907496037	0	0	0	0	4.24399702920208	0	0	0	0	0	0	0	0	0	1.18400035520011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_pneumosintes	0	0	0	0	0	0	0	0	0	0	0	2.1730006519002	0	0	0	0	0	9.604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.7900025790003	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_clarus	0	0	0	60.456	1.54000077000039	0	0	0	0	0	3.31600132640053	0	0	0	0	0	53.1590106318021	0	38.6190115857035	0	0	0	6.71900201570061	101.411030423309	33.1339966866003	0	0	0.450999729400162	0	0	0	38.4119846352061	0	0	0	0	0	0	0	0.264000132000066	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__Phocaeicola|s__Phocaeicola_massiliensis	0	0	0	359.32	9.29000464500232	0	543.782945621705	0	0	0	46.4930185972074	226.29706788912	65.6249540625322	0	0	34.4499896650031	83.0380166076033	0	0	0	221.022044204409	0	0	143.998043199413	0	14.4759956572013	0	149.305910416454	0	61.0560122112025	554.767889046422	145.457941816823	106.584989341501	0	0	0	0	0	0	118.24905912453	53.2420372694261	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_putredinis	0.042	2.5080005016001	3.67399779560132	248.229	440.15522007761	0.013000007800005	846.914915308509	29.8969880412048	342.678137071255	3.63100108930033	66.5250266100106	7.83100234930071	236.320834575416	11.3530068118041	0	88.431973470408	333.114066622813	1.01	4.4380013314004	0.218000109000054	0	186.474018647402	368.249110474733	82.3850247155074	280.451971954803	343.624896912531	0.995000497500249	0	1.583	0	2102.30057953988	107.851956859217	43.2609956739004	3.263	0.172000017200002	0	8.596	16.5459983454002	0	107.886053943027	142.19409953587	44.2319911536018	2.92599941480012
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_thermophilus	0	10.7780021556004	0	0	0	0	0.154999984500002	0	0	0	0	0	0	0	0	3.94299881710035	1.99800039960008	0	0	28.5280142640071	0	0	0	2.75600082680025	0	0	0	0	1.143	0	0	0	1.20799987920001	1.262	0.214000021400002	0	0	0	0	4.01800200900101	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_nordii	0	0	0	1.256	0	0	14.3509985649001	0	0.094000037600015	0	2.66800106720043	0	0	0	4.25400127620038	0	0.115000023000005	4.165	0	0	1.32700026540005	0	0	0	2.06999979300002	1.90599942820017	0	0	0	0	2.09099958180008	0	0.446999955300004	1.927	0	0	12.951	4.12299958770004	0	0.083000041500021	0	0	8.18799836240033
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_invisus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.9020050706015	0	0	0	217.543108771554	0	0	9.26200185240037	0	516.459793416083	0	0	138.289013828901	315.613873754451	84.594	0	0	0.105000052500026	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__Parasutterella_excrementihominis	0	8.41300168260034	0	0.934	24.8460124230062	0.087000052200031	4.00499959950004	24.0579903768038	0	0	0.538000215200086	5.32500159750048	11.3099920830055	76.3300457980275	3.72200111660033	0.162999951100015	0	0	7.97300239190072	0	0	1.05800010580001	0	0	7.64299923570008	2.76399917080025	0	23.9379856372086	0	101.709020341804	0.142999971400006	0.852999658800136	0	2.444	2.74500027450003	0	0	38.4979961502004	0	0	21.1520148064104	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bromii	0	0	158.256905045857	0	0	0	0	339.766864093254	0	83.5790250737075	1.81000072400029	16.1100048330015	39.8859720798195	95.1270570762343	0	0	40.5130081026016	0	6.09200182760055	0.054000027000014	87.9030175806035	22.7860022786002	0	0	16.1419983858002	6.52299804310059	261.927130963566	47.132971720217	0.585	171.522034304407	0	0	967.16890328311	7.225	363.418036341804	578.039768784093	95.396	7.16799928320007	0	0	44.3700310590217	120.440975911805	8.33999833200034
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_merdae	25.901	259.61805192361	64.9329610402234	7.242	106.603053301527	10.4190062514038	56.8989943101006	0	43.705017482007	56.5150169545051	166.595066638027	0	164.321884974681	0	0	35.6719892984032	265.068053013611	0	954.423286326986	0	49.919009983802	581.080058108006	652.747195824159	153.055045916514	0.918999908100009	41.9459874162038	0	126.162924302245	1.418	117.869023573805	87.5799824840035	39.8609840556064	84.6399915360008	135.504	80.8150080815008	0	0	374.926962507304	271.692972830703	39.0070195035098	43.9860307902216	18.2089963582007	584.159883168023
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Mesosutterella|s__Mesosutterella_multiformis	0	0	0	0	0	0	119.838988016101	0	0	0	0	0	0	0	0	0	0	58.209	0	0	16.0380032076006	0	0	0	13.6739986326001	7.12699786190064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.2110155477109	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Mediterraneibacter|s__Ruminococcus_lactaris	0	0	0	0	0	0	169.909983009002	0	0	9.9630029889009	14.9390059756024	0	0	0	1.76900053070016	31.6319905104028	0	0	5.89900176970053	0	0	0.588000058800006	6.86000205800062	4.19500125850038	0	0	0.044000022000011	0	0	0.380000076000015	0	0	1.78499982150002	0	0	0	1.69	0	0	34.8880174440087	0	1.73299965340007	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_SGB5077	0	0	12.4929925042045	0	30.5820152910076	0	0	0	0	0	0	0	0	1.05900063540038	0	26.8679919396024	0	0	0	0	0	3.25900032590003	0	0	0	0	0	0	0	0	0	0	0	0	130.346013034601	0	0	0	0	99.5160497580249	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_paravirosa	0	0	0	1.488	2.83000141500071	0	0	0	0	0	5.31300212520085	0	0.009999993000005	0	0	0	0.397000079400016	14.767	0	0	0	2.38100023810002	0	0	0	2.04699938590018	0	0	0	0	6.18499876300025	0	0	0	0	0	11.036	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Mediterraneibacter|s__Ruminococcus_torques	17.816	0	18.9619886228068	1.088	5.49900274950138	0	36.9919963008004	0	0	3.49500104850031	1.58300063320025	96.7010290103087	7.15999498800351	93.7700562620338	85.0440255132076	0.547999835600049	10.5120021024004	0.087	8.21300246390074	0	1.33300026660005	3.07300030730003	6.94000208200063	115.83903475171	5.47099945290005	1.24399962680011	74.8560374280187	130.760921543447	5.15	79.0860158172032	26.6529946694011	4.3559982576007	259.132974086703	11.263	14.8880014888001	19.9159920336032	36.108	50.3179949682005	5.45999945400006	30.2920151460076	13.0570091399064	6.78399864320027	12.9859974028005
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum	272.902	0	0	20.523	1.17100058550029	120.653072391843	0	0	36.4650145860058	0	0	14.3870043161013	7.22199494460354	0	0	0	199.481039896208	31.115	0	0	31.3440062688013	8.57300085730009	2.1920006576002	24.1140072342022	9.43399905660009	0	0	0	18.307	0	0	0	16.2029983797002	8.627	0	0	0	0	52.6879947312005	3.93400196700098	0.578000404600283	8.07999838400032	2.4999995000001
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_xylanisolvens	129.314	35.4680070936014	5.36899677860193	56.328	8.59100429550215	0	73.1189926881007	0	0.693000277200111	3.05500091650027	44.9280179712072	0.267000080100024	4.79599664280235	2.54500152700092	8.25600247680074	2.2479993256002	111.269022253804	415.665	39.4850118455035	0	72.3980144796029	35.8450035845004	7.09900212970064	71.6530214959064	2.28099977190002	8.48999745300077	0	1.24399925360045	0	132.990026598005	292.817941436412	2.08799916480033	0	2.439	32.6360032636003	0	616.115	0	1.98499980150002	4.45000222500111	5.62500393750276	0.73999985200003	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_callidus	0	0	6.00199639880216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.468999953100005	0	65.2840326420163	0	0	0	0	0	0	0	0	0	0	0	0	136.403068201534	0	1.45699970860006	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Allochristensenella|s__Candidatus_Allochristensenella_caecavium	0	0	0	0	0	0	0.360999963900004	0	0	0.079000023700007	0.067000026800011	0	0.494999653500243	0	0	0	0.364000072800015	0	6.06600181980055	0	0.015000003000001	1.30100013010001	0	0	0.188999981100002	2.43999926800022	0.515000257500129	0.144999913000052	0	0	0	0	0.380999961900004	0	0.395000039500004	0	0.052	0	0	0.411000205500103	0.012000008400006	0.119999976000005	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis	707.47	17.0460034092007	77.642953414228	20.564	27.1390135695068	290.524174314505	0	0	0	25.5190076557023	0	20.8720062616019	46.4239675032228	173.036103821662	0	0	28.1050056210011	19.295	46.0130138039041	0.054000027000014	0	3.61600036160004	4.27500128250039	202.611060783318	55.1089944891005	136.884958934512	17.4680087340044	64.9389610366234	3733.648	968.590193718039	0	356.919857232057	304.331969566803	9.345	0	0.350999859600056	104.794	0	0	37.3840186920094	45.1290315903221	93.7009812598038	5.18399896320021
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_intestini	0	188.730037746008	0	0	237.037118518559	6.19800371880223	0	0	0	0	14.1360056544023	0	19.8559861008097	0	0	0	2.5940005188001	7.696	0	0	137.560027512006	102.031010203101	54.4920163476049	0	0	60.5009818497055	0	0	386.341	0	30.1699939660012	0	42.0669957933004	0	0	0	0	0	859.632914036709	0	28.2050197435138	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB3746|s__GGB3746_SGB5089	18.413	0	0	5.585	3.40500170250085	3.82200229320138	0	9.26899629240148	0	3.25500097650029	0	2.36300070890021	0.993999304200487	0.133000079800048	0	0	6.17300123460025	9.283	2.78500083550025	0	30.3600060720012	15.5680015568002	0	2.39000071700021	3.85099961490004	0	7.32400366200183	10.7999935200039	0	30.9890061978012	0	0.12799994880002	0.898999910100009	0	0	0	0	0	0	0	24.2030169421119	4.16499916700017	8.15999836800033
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AF34_13	0	0	0	3.896	0	0	45.2729954727005	0	0	0	0	40.5080121524036	0.337999763400166	0	0	0.11499996550001	0	61.743	0	0	0	39.2430039243004	0	0	0	0	0	0	0	1.81200036240007	0	2.17599912960035	0.144999985500001	2.576	1.33000013300001	0	0	0	0	38.4400192200096	19.1880134316094	0.74499985100003	3.85999922800016
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii	0	238.60004772001	0	4.18	0	12.8190076914046	553.867944613206	0	57.8630231452093	74.0630222189067	114.632045852818	95.7840287352086	0.126999911100062	0	76.3290228987068	12.6519962044011	179.115035823007	0	8.02700240810072	0	0	47.8760047876005	0	0	0.438999956100004	13.2039960388012	17.4550087275044	0	0	0	25.019994996001	21.7369913052035	0	434.117	0	0	13.179	0	0	41.6540208270104	1.28600090020063	4.42199911560018	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bicirculans	0	0	0	0	0	0	78.7379921262008	8.39299664280134	0	73.0470219141066	21.8680087472035	167.043050112915	83.9859412098412	0	0	123.117963064611	30.6880061376012	3.453	0	0.702000351000176	187.443037488607	796.459079645908	1.57400047220014	0	68.3479931652007	2.65499920350024	573.470286735144	134.338919396648	0	8.81800176360035	0	284.446886221246	275.473972452603	212.868	190.336019033602	39.0489843804063	0	2.90799970920003	0	490.963245481623	332.428232699763	81.1849837630033	7.5159984968003
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_sp_AF36_15AT	0.08	0	0.154999907000056	0	0	0	0.476999952300005	0	0	0	0.268000107200043	0.140000042000013	0.047999966400024	0	0	3.95599881320036	0	0	0	0	0	0.727000072700007	0	0	3.30099966990003	0.252999924100023	0	0.392999764200141	0.074	0	0	0	0	0.183	0.048000004800001	0.87399965040014	0	0.468999953100005	0	1.62400081200041	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_pectinoschiza	4.409	0	7.74999535000279	3.201	718.64335932168	34.5070207042124	143.006985699301	32.4949870020052	0	112.85903385771	0	101.186030355809	0	11.7820070692042	0	0	15.8400031680006	29.773	0	0	0	18.3880018388002	0	0	5.25499947450005	0	26.6410133205067	18.9349886390068	41.582	0	0	0	11.6889988311001	13.815	0	31.9929872028051	9.754	0	0	0	17.6420123494086	12.4969975006005	27.1029945794011
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacteriaceae_unclassified|s__Eubacteriaceae_bacterium	0	0	0	0	0.049000024500012	0	0	0	0.344000137600055	0	0	0	0	1.1200006720004	0	0	11.6950023390005	1.333	0	0	0	0	0	0	0	0	1.23900061950031	5.07099695740183	0	0	0	0	9.5199990480001	0	0	0	0	0	0	4.88200244100122	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_faecis	209.817	0	47.0539717676169	45.656	15.6810078405039	0	47.1169952883005	8.47699660920136	77.4060309624124	94.7100284130085	5.77100230840092	199.363059808918	11.6759918268057	52.830031698019	2.50000075000022	58.2259825322052	7.80900156180031	36.231	17.3390052017016	0.167000083500042	27.7660055532011	97.964009796401	8.58400257520077	13.8350041505012	15.6289984371002	0.180999945700016	351.952175976088	37.5489774706135	181.159	61.3880122776025	0	477.493809002476	66.6959933304007	11.368	0	0	332.564	0	4.74899952510005	186.216093108047	107.213075049153	75.345984930803	16.8969966206007
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9644|s__GGB9644_SGB15121	0	0	0	0	0	0	2.43499975650002	0	0	0.101000030300009	0	0	0.238999832700117	12.7800076680046	10.761003228301	0	0	0	0	0	0	0	0	0.607000182100055	0.93899990610001	0	0.783000391500196	0	0	0.822000164400033	0	1.04199958320017	0	1.472	1.61600016160002	0	11.827	0.358999964100004	0	0.007000003500002	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_johnsonii	0	0	0	44.654	1.07100053550027	0.043000025800016	0	0.224999910000036	1.03900041560017	0	0	0	0	21.3640128184077	79.0160237048071	0	0	55.104	0	0	0	0	0	0	0.97599990240001	0.080999975700007	43.2470216235108	0.241999854800087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_AF15_50	0	0	0	0	0	0	0	0	0.594000237600095	0	1.50000060000024	0	0	0	0	0	0	0	2.07200062160019	0	0	0.0210000021	0	0	5.70499942950006	0	0	12.1039927376044	0	0	0	16.6139933544027	0	0	42.4770042477004	1.9019992392003	12.616	0	0	0	0	0.935999812800038	6.09899878020025
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Coprobacter|s__Coprobacter_fastidiosus	0	7.74500154900031	0	0.844	3.00200150100075	0	0	0	2.83200113280045	2.05600061680018	2.57000102800041	0	0	0	0	0.22399993280002	13.3280026656005	0	0	0	10.6710021342004	0.173000017300002	0	20.6110061833019	3.03099969690003	0	6.46700323350162	0.425999744400153	0	0	5.90899881820024	0	5.78699942130006	0	0	0	0	0	0	0.100000050000025	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_eggerthii	0	0	0	0	0	4.30800258480155	592.293940770606	11.0959955616018	0	0	4.22600169040068	0	0	0	0	7.43299777010067	0	0	0	0	0	0	0	0	0	0	0	115.679930592042	0	0	78.9949842010032	0	0	0	0	0	0	0	0	0	21.4890150423105	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_bivia	0	0	0	0	1.50100075050038	0	0.572999942700006	0	0	0	0	0	0	0.192000115200069	31.9210095763029	0	0	229.662	0	0	0	0	0	0	0	0.11099996670001	0	0	0	8.07300161460032	3.03299939340012	0	0	0	0	0	0	0	0	0	0	0	1.31999973600005
k__Bacteria|p__Firmicutes|c__CFGB3047|o__OFGB3047|f__FGB3047|g__GGB9557|s__GGB9557_SGB14966	0	0	0	0.483	0	0	0	0	0.740000296000119	6.03800181140054	0	0.484000145200044	2.22599844180109	0	0	4.01399879580036	0	0	0	0	0	0	0	0	0	0.571999828400052	0	1.05599936640038	0.72	0	0	0	0	0	0	0.983999606400157	2.982	0.125999987400001	0	0	0	1.45699970860006	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_bacterium	0.602	0	0.867999479200313	5.521	1.64800082400041	12.3290073974044	30.3999969600003	180.765927693629	0	2.1710006513002	5.0280020112008	8.69600260880078	0	4.31700259020156	19.8120059436018	13.2719960184012	5.56400111280022	7.16	61.1340183402055	0	5.13600102720021	13.5430013543001	83.8420251526076	2.90400087120026	1.38699986130001	0.623999812800056	5.94600297300149	4.63599721840167	0.841	32.3650064730013	0	52.5269789892084	4.05599959440004	7.874	11.4170011417001	61.6079753568099	1.877	1.74299982570002	8.28499917150008	36.3330181665091	7.16500501550351	0.949999810000038	2.85799942840012
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9633|s__GGB9633_SGB15090	0	0	188.965886620468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240.313855811686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB3293|s__GGB3293_SGB4348	0	0	431.542741074355	0	0	0	0	0	0	0	0	143.473043041913	338.488763057866	0	0	123.429962971011	309.293061858612	0	0	0	0	0	0	0	0	0	0	0	15.776	0	0	16.0339935864026	0	0	0	0	0	0	0	0	51.5360360752253	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	66.8350401010241	0	1.25299962410011	0	1.158	0	0.650000325000163	1.23700024740005	16.5310016531002	0	0	0	0	0	0	6.826	0	0	0	0	4.178	0	40.1379839448064	0.899	0	0	1.2150006075003	3.51500246050172	0	0
